ほかの船はスエズ運河を通ることができません。エジプトのスエズ運河庁は、ほかの船が通る	スエズ運河でコンテナ船が座礁したことについて、海運大手の日本郵船、商船三井、それに川崎汽船の3社は、いずれも今のところ、船の運航に大きな影響は出ていないとしています。	1
シーラカンスは、4億年前の化石とほとんど同じ形をしている魚で、「生きた化石」と呼ばれています。アフリカとインドネシアの近くの海にいますが、とても深い所にいて数が少ないため、詳しいことがわかっていません	「シーラカンス」は、およそ4億年前の魚の化石と、ほとんど変わらない姿をしていることから生きた化石と呼ばれていて、アフリカとインドネシア近海で生息が確認されていますが、主に水深100メートル以上の比較的深い海に生息して個体数も少ないため詳しい生態はほとんどわかっていません。	1
。常総市によると、新型コロナウイルスのワクチンを受けた外国人は少ないです。会社の中には、外国人たちにウイルスが広がっている所があり	市によりますと外国人の住民には情報の周知が進んでおらず、これまでにワクチン接種を受けた人が少ないとみられる一方で、市内の事業所などでは外国人の従業員を中心とした集団感染=クラスターが相次いで確認されているということです。	1
7月の8倍ぐらいに増えて、1か月では今まででいちばん多くなりました	7月のおよそ8倍に急増し、1か月間としてはこれまでで最も多くなりました。	1
。像の大きさは、高さが１７０ｃｍ、横が１３０ｃｍぐらいです。大きな葉を持ったトトロと	モニュメントはブロンズ製で、高さが170センチほど、幅が130センチほどの大きさで大きな葉っぱを持ったトトロと、行き先を「ところざわ」としたネコバスにサツキとメイが乗った様子がかたどられています。	1
。しかし、農業や食べ物の会社など、別の仕事をするようになった人は今月３日までに６２５人だけです。国はこの制度をもっとたくさんの人に知って	しかし、この制度を利用して農業や食品製造業の企業などに再就職した実習生などは今月3日時点で625人にとどまっており、出入国在留管理庁では制度の周知を図り活用を促したいとしています。	1
なりました。首里城では朝早く、消防署や警備の人たちが火を消す練習	火災から1年となった31日、首里城では早朝に消防や城の警備員などおよそ70人が参加して消火訓練が行われました。	1
ライトアップは今月23日までの毎日午後4時半から午後7時までです。土曜日や日曜日などの夜には、船で湖からの景色を楽しむこともできます	ライトアップは今月23日まで毎日、午後4時半から午後7時まで行われ、期間中の土日と祝日には夜間の遊覧船のクルージングも行われるということです。	1
デジタルの仕事をする閣僚のオードリー・タンさんが２１日、日本の中学生や高校生たちにオンラインで授業をし	タン氏は、市民の意見をもとに毎週、マスクの地図システムの改良を繰り返したエピソードを紹介しながら、「デジタル社会では利用する市民の声を生かし、より役立つものにすることが最も大切です」と話しました。	1
大きな夢を本当にすることができた松山選手の気持ちを表していました」と伝えました	シンプルで、礼儀正しく、控えめで、生涯の夢を果たした松山選手の思いを要約した」などと伝えています。	1
、たくさんの人に宮崎さんのことを知ってほしいです」と話していました	当時、宮崎さんから支援物資を受け取ったという男性は「この公園を通して、より多くの人に彼の功績を知ってほしい」と話していました。	1
インターネットでは、セントラルパークで空手の練習をしたり氷を割ったりしているビデオを見ることができます。よさこい踊りのグループは、みんなで同じマスクをしてタイムズスクエアで踊っていました	9日公開された35分ほどの動画には、セントラルパークで空手の形を練習する様子や板や氷を割る技が収録されているほか、繁華街のタイムズスクエアにはニューヨークで活動するよさこい踊りのグループがそろいの衣装とマスクで登場し、一糸乱れぬパフォーマンスを披露しました。	1
高校生は「海の中は水が動いていて、ドローンをうまく使うことは難しかったです」と話していました	国土交通省海洋政策課の野口洋行さんは「水産高校の生徒に水中モビリティに慣れてもらい、将来的に操作できる人材を増やしていきたい」と話していました。	1
グループの人は「人と会うときはマスクをしてください。たくさんの人と一緒に長い時間食事などをしないでください」と話しています	一方で、カフェや喫茶店の利用や1人での外食は明らかなリスク要因ではなく「1人ないし少人数で日中に食事をすることは感染のリスクを上昇させないという可能性が示唆される」としているほか、デパートやショッピングセンターの利用それに、電車通勤などの行動では感染リスクは大きく変わらなかったとしています。	1
式では、亡くなった人の数と同じ520本のろうそくに火をつけました	式では、犠牲者の数と同じ520本のろうそくに火をともし、墜落時刻の午後6時56分に黙とうをして、犠牲者を追悼するとともに悲惨な事故が繰り返されることがないよう空の安全を祈りました。	1
習慣がある人の割合は１６．７％でした。前の年より１．１ポイント低くなりました	男女を合わせた喫煙率は167%で、前の年から11ポイント下がり、調査を始めた昭和61年以降で最も低くなっています。	1
ないようにするかが心配」と答えた人が約６７％で、いちばん多くなりました。組織委員会は、国や東京都と一緒に、ウイルスがうつらないようにやり方を考えて、来年４月から	組織委員会は、オリンピックでの大会ボランティアに30日から活動に参加する意思の確認を始めていて、国や東京都とともに、感染防止対策を検討したうえで、来年4月から、役割別の研修などを行っていくことにしています。	1
脂肪は筋肉より水分が少ないので、出かけなくなって太った人は、気をつけることが必要だと言っています	一方、脂肪は筋肉に比べて水分量が少なく、コロナ禍で外出を自粛して体重が増えた人は特に注意が必要だとしています。	1
2011年10月にトルコの東側のワン県で大きな地震があって、600人以上が亡くなりました	トルコ東部で10年前に起きた地震で犠牲になった日本人のNGO職員の名前を冠した公園が現地に完成し、地元の人たちが追悼しました。	1
西武鉄道の所沢駅で買った男性は「これは冷たい水で飲みたいと思います	地元の30代の男性は「ふだんは急須でお茶を飲んでいますが、これは冷えた水で飲みたいと思います。	1
なっています。スーパーのイオンでは１匹の値段が２０８０円で、	スーパーなどの小売り店でもいくぶん値下がりしていて、流通大手のイオンでは、かば焼き1匹を2080円と去年より1割ほど安く販売しているということです。	1
アストラゼネカのワクチンは、EUによると注射を受けたあとに血の固まりができることがたまにあります	一方、アストラゼネカのワクチンは、EU=ヨーロッパ連合の規制当局が、接種後、極めてまれに血栓が生じるリスクがあると指摘し、若い年代のほうが症例の報告が多いという分析結果も公表しています。	1
いちばん多かったのはシリアで670万人、ベネズエラで400万人、そしてミャンマーで110万人が難民になっています	このうち最も多くの難民が出ているのは、内戦が続く中東シリアの670万人、また、政治的な混乱が続く南米ベネズエラから国外に逃れた人は400万人、ミャンマーから隣国バングラデシュなどに逃れたイスラム教徒の少数派ロヒンギャの人たちなどは110万人となっています。	1
「安否札」は、津波や地震などの災害のとき、自分や家族が安全な場所に避難したことをほかの人に知らせる紙です。家のドアなどに貼ります。岩手県釜石市の釜石東中学校の生徒が考えました	東日本大震災で岩手県釜石市の住民が避難したことを知らせるために自宅の玄関に掲げた「安否札」について学ぶワークショップが、釜石市の津波伝承館で開かれました。	1
と考えています。日本では、１９４５年に戦争が終わってから、山に木をたくさん植えました。今、この木が、切って	国内では戦後に集中して植林された木が伐採の時期を迎えていますが、住宅以外の店舗や中高層の建物は鉄骨を建材にしたものが主流となっていてます。	1
いました。これからどんどん飛んで来るので、うれしくなります」と話し	1羽来たら次々と来ると思うので、わくわくします」と話していました。	1
。天皇陛下は「１日でも早く穏やかな生活が戻るように、被害があった人たちの気持ちをみんなで考えることが大切だ	困難な状況にある人々が誰一人取り残されることなく、一日でも早く平穏な日常の暮らしを取り戻すことができるように、復興の歩みが着実に実を結んでいくよう、これからも私たち皆が心を合わせて被災した地域の人々に末永く寄り添っていくことが大切だと思います」と、おことばを述べられました。	1
が大切だとわかりました。しかし、ウイルスが体に全然入らないようにすることはできないので、マスクだけで大丈夫だと思わないことも	現時点では市中で十分購入できる状況になっていると思うが、引き続きサプライチェーンの強じん化に努め、需給量の情報を把握しながら適切に対応したい」と述べました。	1
ます。銅像の後ろには「たくさんの笑いと感動をありがとう」と書いたメッセージや志村さんの写真が	また、銅像の後ろには「多くの笑いと感動をありがとう」というメッセージとともに志村さんの写真のパネルも設置されています。	1
食事をするときは、料理を１人ずつ別の皿に入れて、人と人の間を２ｍ以上にします。食べ物を口に入れるときだけマスク	また、食事の際には料理を大皿から取り分けるのではなく、それぞれ個別に配膳することや、なるべく2メートル以上の距離を空けたり、料理を口に運ぶ時だけマスクをずらしたりして、なるべく飛まつが広がらないようにすること、それに大勢が集まるなどしていわゆる「3密」の状態になるのを避けることなどが大事だということです。	1
サディクさんは「パキスタンに帰ったら、がんになった妻の世話ができないので、日本にいたいです。パキスタンにいたとき政府に反対するデモをしていたので、命も危ないです」と言っていました	パキスタン国籍のモハメド・サディクさん(57)は、1988年に入国し、2007年に不法滞在で有罪となって退去処分を受けましたが「強制送還されれば、闘病中の妻をサポートできなくなるうえ、パキスタンでは反政府デモに参加していたため身に危険が生じるおそれがある」として、日本政府に対して在留特別許可を求めました。	1
は、ウイルスがうつった人の数などをよく考えながら、小池知事の意見も聞いて、決めます	また、東京については、感染状況などを見極めるとともに、小池知事の意向も踏まえて判断する方針です。	1
去年の春、新型コロナウイルスが広がって、マスクを買うことが難しくなりました。このため政府は、布のマスクを2億8700万枚用意して、日本に	新型コロナウイルス対策として、政府が介護施設などに配るため調達した布マスクのうち8000万枚余りが、ことし3月末時点で配布されないまま民間の倉庫に保管され、そのための費用としておよそ6億円かかっていたことが会計検査院の調査で分かりました。	1
人たちは、体に悪いことを知らないまま仕事でアスベストを吸ってがんなどの病気になったと言って、裁判を起こしていました	建設現場での建材のアスベストを吸い込んで、肺がんや中皮腫などの病気になったとして、元作業員らが健康被害を訴えた集団訴訟で、最高裁判所は17日、国と建材メーカーの賠償責任を認める判決を言い渡しました。	1
台風や地震などの災害で携帯電話を使うことができなくなることがあります。携帯電話に使う電波のアンテナなどが倒れたり壊れたりするためです	台風など大きな災害で被害を受けた地域で携帯電話の通信をいち早く復旧させるドローンが開発され、今後、実用化を目指すことになりました。	1
に別の所にいます。南極大陸で新しいコロナウイルスがうつった人が見つかったのは初めてで、世界の全部の大陸に	南極大陸で新型コロナウイルスの感染が確認されたのは今回が初めてで、これで世界のすべての大陸に感染が広がったことになります。	1
しかし最近、原料の大豆が高くなっています。雨が多くて大豆がよく育たなかったり、中国が世界の大豆をたくさん買ったりしているからです	原料の大豆の価格が高騰し、輸送に必要なコンテナも不足していることが要因で、豆腐メーカーの中にはすでに取引先のスーパーと値上げの交渉を始めているところもあります。	1
店に集まって、酒を飲んだり食事をしたりしていたことがわかりました。職員たちは、別の所で働くことになった職員のために集まっ	首都圏の緊急事態宣言は解除されていましたが、一部の職員は深夜まで参加していたということで、厚生労働省は「感染リスクの高い大人数での飲食などを避けるよう指示していたのに趣旨に反した行動で再発防止に努める」としています。	1
。これについて政府は、19日に出す新しい経済計画で発表します。そして、必要なお金を国が病院や施設などに出すことを考えてい	このため、政府は、来年2月から9月までに必要な経費については、補助金や交付金として、今年度の補正予算案に計上し、来年10月分以降については、診療報酬や介護報酬の改定などで財源を確保する方向で調整を進めています。	1
静かになりました。新しいコロナウイルスの問題が終わって、普通の生活に戻ってほしいと思います」	新型コロナが収まり、普通の生活に戻るといいなと思います」と話していました。	1
た。一緒に計画を作ったグループの人は「注文した弁当が多すぎることがわかったときに、弁当の会社と相談することが必要	崎田さんは「食材を外に出せないことが分かっていたからこそ、事前の数量の調節が非常に大事だった。	1
しかし、波が当たったりして、島は2か月ぐらいでなくなりました。この火山では噴火が続いています	気象庁によりますと、福徳岡ノ場で島が確認されるのは1986年以来35年ぶりのことだということですが、当時は波で削られるなどしておよそ2か月後にはなくなったということです。	1
秋田県大館市で駅の弁当を売っている会社が5日、フランスのパリのリヨン駅に店を出しました	秋田県の名物の駅弁「鶏めし」を販売する店舗がフランスパリの駅構内にオープンし、初日から多くの客でにぎわいました。	1
０個ぐらい見ることができそうです。国立天文台は「できるだけ近くに光がない暗い所で、望遠鏡や双眼鏡を使わないで、空を全部見るようにすると、流れ星	国立天文台では、できるだけ街灯などの街の明かりが少ない場所で、望遠鏡や双眼鏡を使わずに肉眼で広い範囲を見渡すと観測しやすくなるとしています。	1
ています。宮城県の村井知事は、宮城県の全部の市長と町長と村長を集めて意見	9日に県内35のすべての市町村長から意見を聞く会合が開かれたのに続いて、11日は石巻市内で村井知事、女川町の須田善明町長、石巻市の亀山紘市長の三者会談が行われ、三者は再稼働を了解することで一致しました。	1
赤を多く使っていて、オリンピックもパラリンピックも同じデザインです。冬の大会のため、暖かいダウンジャケットなどは、蒸れにくくて動きやすいようにできています	赤がメインカラーのウエアはオリンピックとパラリンピックの選手団ともに同じデザインで、冬の大会のためダウンジャケットなどは保温性が高いだけではなく、蒸れにくい素材を使ったり、動きやすいように工夫されたりしているということです。	1
た。ウイルスの問題でお金が足りなくなって、入学試験を受ける大学を少なくした人や、塾に通うことができなかった人は50％以上いました。大学に行くのをやめようと考えた人も50％	感染拡大による受験への影響については、親の収入が減るなどして、▽「受験する大学数を減らした」▽「予備校や塾に通えなかった」▽「進学を諦めようと考えたことがある」と回答した人が、いずれも半数を超えました。	1
た。日本オリンピック委員会の山下会長は「選手たちは頑張って練習を続けていると思います。聖火が選手たちの力になると信じています」と話し	この聖火は選手たちの心の支えになると確信している」と述べ、橋本オリンピック・パラリンピック担当大臣は「聖火は希望のともしびだ。	1
WHOはこれを「オミクロン株」という名前にして、とても心配なタイプなので気をつけるように言っています。「オミクロン株」は、南アフリカの隣のボツワナや香港	「オミクロン株」については、感染力や重症化のリスク、ワクチンの効果への影響などは明らかになっていませんが、各国の間では、アフリカ南部からの入国を制限する動きが広がっています。	1
環境省によると、2019年4月からの1年に日本で殺した犬や猫は3万3000匹でした	環境省によりますと、日本で殺処分された犬や猫の数は、令和元年度は3万3000匹で、10年前の7分の1に減少したものの依然として多くの命が失われています。	1
風が当たって、甘くなります。新幹線を降りた人は、ホームにたくさん並んでいる	作業は1時間ほどで終わり、新幹線からホームに降りた人が「のれん」のようにつるされた干し柿を写真におさめて楽しんでいました。	1
組織委員会と東京都は、日本にこん棒を作る会社がないため、東京都の都立工芸高校の定時制の生徒たちに作ってもらいました	大会組織委員会と東京都は国内にこん棒を作るメーカーがなかったことから、東京文京区にある都立工芸高校の定時制で木工家具の製作技術などを学ぶ生徒に製作を依頼し、去年3月、大会で使う20本が完成しました。	1
書類を渡した人は「アメリカと日本は時間が違うので、オンライン授業を受けている学生の中には、具合が悪くなった人がいます	要望書を提出したポール・ヘイスティングスさんは「時差がある中でアメリカから日本の大学のオンライン授業を受講し、体調を崩す学生も出ている。	1
この漫画は来年3月まで、無料で見ることができます。外国の人にもわかるように、英語やヒンディー語に翻訳した漫画も出す予定です	作品は来年3月まで公開され、海外の人にも理解してもらえるように英語やヒンディー語版も近く配信する予定だということです。	1
今までは、夜に活動すると考えられていましたが、昼も活動していることもわかりました	また、これまで夜行性だと考えられてきたシーラカンスが日中も活動していることが分かったということです。	1
緊急事態宣言の場所は21都道府県、重点措置の場所は12県になります	政府の方針通り決定されれば、宣言の対象地域は21都道府県に、重点措置の適用地域は12県となります。	1
気象庁によると、この火山で13日に大きな噴火がありました。噴火の煙は海から1万6000mの高さまで上がりました	気象庁によりますと福徳岡ノ場では、今月13日に噴火が確認され、噴煙の高さは最大で海面から1万6000メートルに達する、規模の大きなものでした。	1
ています。東京都の小池知事は「１日に２００人や３００人も見つかる日があります。ウイルスが広がら	このなかで、小池知事は夏休みの過ごし方について「検査で陽性が判明する人がこのところ200人台や300人台にものっている。	1
12歳以上の子どもは、11月までに1回目、12月までに2回目の注射をして、来年1月までに注射が終わったことを証明しなければなりません	それによりますと、原則として11月までに1回目、12月までに2回目の接種を終え、来年1月までには接種の証明書を提出しなければならないとしています。	1
。上田さんはお年寄りのための施設で生活していて、よく歌を歌ったり体を動かしたりしてい	市は最高齢の女性のほか、100歳や米寿を迎える人たちに祝い金を渡すことにしています。	1
そして、ミャンマーでは軍のクーデターに反対してデモをする市民が、銃で撃たれて亡くなっていることについて、泣きながらスピーチをしました	ミャンマー人の大学生、ハン・レイさん(22)は、ミャンマーの軍によるクーデターのあと、ことし3月タイで開かれた国際的なミス・コンテストに出場し、軍の弾圧で犠牲者が相次ぐ実態などについて、涙ながらにスピーチをして世界的な注目を集めました。	1
ました。「必要なことだった」と答えた３１％より多くなりました。専門家は「アメリカでは今でも『原爆を落としたので戦争が終わった』という考え方があります。	専門家は「アメリカでは若い世代を中心に、『原爆投下によって戦争を終えることができた』という認識が変わってきている」と指摘しています。	1
た人が増えていることがわかります。東京都は、出かけることが多い大人にウイルスがうつったあと、家で子どもやお	都によりますと、外出の機会が多い大人が、ウイルスを家庭に持ち込み、子どもや高齢者が感染するケースが目立っているということです。	1
した映画の中で１番になりました。アニメーションのビジネスを研究している人は「この映画は、漫画のいい所を残して、もっとおもしろくし	こうした状況について社会心理学が専門の東洋大学の戸梶亜紀彦教授は「“選択的注意とも言いますが、人間の脳は多くの情報の中から自分が関心を持っている対象を選んで注意を向ける働きがあります」「鬼滅の刃のファンが作品にとても夢中になっていて、少しでも関連性がありそうなものを見つけ出そうとしている、そうした心の動きの現れだと思います」と説明しています。	1
１８日、福岡市に住んでいる田中カ子さんが１１７歳	ギネス世界記録で世界最高齢に認定されている、福岡市の田中カ子さん117歳が18日、国内の歴代最高齢の記録に並びました。	1
タイに逃げていると言っています。ミャンマーの大学生のハン・レイさんは、タイで開かれた国際的	ミャンマーでクーデターに抗議する市民への弾圧が強まる中、今月27日にタイのバンコクで開かれた国際的なミス・コンテストの決勝では、出場したミャンマー代表の大学生が涙ながらに国際社会の支援を訴えました。	1
ことが得意ではありません。１５歳の子どもに生活に満足しているか聞いた結果や、若い人が自殺する割合などを調べた「心	子どもの幸福度の調査は7年前の2013年に31か国を対象に今回とは異なるデータももとにして実施されていますが、この時は日本は全体で6位でした。	1
と考えています。厚生労働省は、新しいコロナウイルスの問題で、外国から来た人の体の具合をＬＩＮＥやメール	通信アプリのLINEが、利用者の個人情報に業務委託先の中国の会社がアクセスできる状態にしていた問題で、国民民主党は、党の活動に関するやりとりでLINEを使うのをいったん停止することになりました。	1
ました。このため研究グループは、ウイルスがうつっていても、うつったことを知らない人がいるようだと考えています。研究グループは「自分はウイルスがうつっているかもしれないと考え	本人が気づかないうちに、ほかの人にうつしてしまうことが考えられ、自分が感染者であるリスクも踏まえて、感染防止の対策を徹底すべきだ」と話しています。	1
言いました。「核兵器禁止条約」は、核兵器を作ったり持ったりすることを禁止する条約で、世界の４０の国が参加しています。７５年が過ぎて、被爆した人の平均年齢は８３歳以上になりました。これから原爆	世界の核軍縮を巡っては核保有国が核兵器の近代化を進め、非核保有国との対立が深まるなど、核兵器廃絶に向けた動向が不透明となる中、3年前、国連で採択された核兵器禁止条約は現在の批准国が40か国で、発効に必要な50か国に達していません。	1
をしている団体の人が今年初めて見つけました。鶴を見に来た人は「楽しみに待っ	訪れた人たちは、写真を撮るなどしていて、市内の70代の男性は、「楽しみに待っていました。	1
今の法律では、歯医者はワクチンの注射ができないからです。歯医者は研修をしてから、市などが決めた会場で注射をします	こうした中、厚生労働省は円滑に接種を進めるため、担い手の確保が難しいと自治体が判断した場合などにかぎって、特例で歯科医師にも、接種を認める方向で検討を始めることになりました。	1
国立天文台によると、月食が始まるのは午後4時18分ごろです。そして、午後6時3分ごろに月の98％ぐらいが見えなくなって、午後7時47分ごろに終わり	国立天文台によりますと、月が欠け始めるのは午後4時18分ごろで、最も大きく欠けるのは午後6時3分ごろ、月食が終わるのは午後7時47分ごろになります。	1
２６日、政府の専門家の会議の尾身会長は「コロナウイルスが暑さや湿度に弱い可能性はあるかもしれませんが、それが正しいという証拠はありません」と言いました。尾身会長は、今、コロナウイルスがあまり広がらなくなってきたと考えています。広がらなくなった理由は３つあると言って	新型コロナウイルス対策などをめぐって開かれた衆議院内閣委員会の閉会中審査で、政府の分科会の尾身茂会長は、ウイルスが高温多湿の環境に弱いという見方について「高温多湿という要素が一定程度影響している可能性は否定できないが、今のところ正式なエビデンスはない」と述べ、引き続き感染拡大に警戒する必要があるという見解を示しました。	1
ん。ミュージアムで聖火を見ることができるのは１１月１日までです。委員会などは、そのあと日本のいろいろな所で見ることができるようにしようと	聖火を見学するには、新型コロナウイルスの感染防止のためミュージアムへの事前の予約が必要で、展示期間はことし11月1日までで、その後は全国を巡回する計画が検討されています。	1
このようなことを許してはいけないと思いました。選手だけではなくて、いろいろな人へのひどい言葉がなくなってほしいです」と言いました。IOCは、ひどいことを書かれたり言われたりし	自分は年齢も上だし、経験もあるので、できるだけ先頭に立ってアスリートだけではなく、いろいろな人へのひぼう中傷はなくなってほしいと思う」と述べ、ひぼう中傷に対して何らかの対応をとっていく考えを示しました。	1
うつったのがわかったのは、女性が1回目のワクチンを受けた6日あとでした。グループは、ワクチンを受けたあとにウイルスがうつった可能性が高いと考えています	報告が入ったのは、女性が1回目の接種を受けた6日後で、接種後に感染した可能性が高いとしています。	1
NPOの「もやい」は、新型コロナウイルスが広がった去年4月から毎週、火曜日に東京都新宿区の事務所で生活の相談を受けています	新型コロナウイルスの影響が長引く中、東京新宿区を拠点に活動するNPOは、食料配布の列に並ぶ人がことしに入って急増し、去年の2倍以上に増えているとして、生活困窮者の支援に力を入れることにしています。	1
木村さんは「派遣社員で給料が少なくて、10万円ぐらいの制服を買うのは大変でした	木村さんは3人の子どもを持つ母親で「私自身も派遣社員で収入が少なく、およそ10万円の制服代を負担するのは厳しかったです。	1
ていました。先月修理が終わって、きれいになった金色堂の前で寺の人や近所の人が集まって	工事は今月始めに終わり、15日、輝きを増した金色堂に地元の関係者らが集まり、完成にあわせた法要が営まれました。	1
写りました。山梨県富士吉田市を走っていた車のビデオにも写っ	また、山梨県富士吉田市を走っていた車のドライブレコーダーの映像にも、光の玉のようなものが流れ落ちる様子が写っています。	1
日本郵便は、今月の終わりまでに15の場所に新しいポストを置くことを決めています。どのくらいの人が利用するか調べて、増やすかどうか考えます	日本郵便は、今月中に新型のポストを、東京や大阪、愛知などの全国の15か所に設置することを決めていて、その後、利用動向を見極めながら追加の設置を検討することにしています。	1
ます。５０％ぐらいの学校は、自分の髪の色や特徴を学校に伝えることや、冬にコートなどを着てはいけないと	宮崎県の県立高校や中高一貫の中等教育学校では、全体の8割近くで生徒の下着を白などに指定しているほか、半数近くが、癖毛や髪の色など生まれつきの頭髪の特徴を事前に届け出るよう定めたり、冬にコートなどの防寒着の着用を禁止したりしていることが明らかになっています。	1
平和賞の会場はノルウェーのオスロ、そのほかの賞の会場はスウェーデンのストックホルムです。今年は新しいコロナウイルスの問題があるため、賞をもらう人を招待する式はやめました。賞をもらう人が住んでいる所で、メダルと賞状を贈ります	ノーベル賞の授賞式は例年、平和賞はノルウェーの首都オスロ、化学賞や文学賞などそれ以外の賞はスウェーデンの首都ストックホルムに受賞者を招待して行われますが、ことしは新型コロナウイルスの影響でオンラインで開催されます。	1
でとてもたくさんの雨が降りました。１４２の場所で川の堤防が壊れて、３２５の川で水が外にあふれ	死亡した113人のうち、土砂災害や川の氾濫など直接的な被害で亡くなったのは92人で、災害後に亡くなった災害関連死と認定されたのは21人に上っています。	1
巣があるバスはしばらく使わないため、会社は赤ちゃんが飛んでいくまで、巣をこのままにすることにしました	巣が見つかったバスは、繁忙期の臨時便などに使われていますが、当分の間は使う予定がなく、会社では巣をこのままにしてひなが巣立つまで見守るということです。	1
新しいコロナウイルスの問題で、レストランや店で食事をする人が少なくなっています。その代わりに店の料理を持って帰ったり、家に届けてもらったりする人が増えています	新型コロナウイルスの感染拡大で、レストランなどでの食事を避ける傾向が広がっていることから、外食大手は宅配やテイクアウトに特化した店舗を設けるなど、ニーズの変化を取り込んで売り上げを確保しようという動きが広がっています。	1
からうつったかわからない人の割合がいちばん多くて、３５％でした。学校でうつった人は２４％でした。８月中旬	また、8月中旬以降に感染の報告があった1996校のうち、▼感染が1人でとどまり学校内で広がらなかった学校は78%だった一方、▼5人以上の感染が確認された学校は26%で、文部科学省は学校現場の感染防止の取り組みの効果が見られるとしています。	1
来週の31日ごろまで暑い日が続いて、35℃以上になる所もありそうです	今月中旬は、前線の影響で雨の日が多くなりましたが、来週火曜日(31日)ごろにかけて全国的に気温が上がり、東日本や西日本を中心に35度以上の猛暑日になるところもある見込みです。	1
、別の病気がある人は亡くなることもあるので、ワクチンを受けてください」と話しています	また、基礎疾患のある人の周りにいる人がうつさないよう、接種を受けたり感染対策を徹底したりすることも大切だ」と話しています。	1
このため、体の具合が悪くなって救急車を呼んでも病院がすぐ見つからなく	このため、自宅や宿泊施設で療養している患者の容体が急変して救急車を呼んでも、長時間にわたって受け入れ先が見つからない事態になっています。	1
このマスクには、注射2本の絵と「打ちました」という字が書いてあります。マスクをつけると、新型コロナウイルスの2回の注射をしたことを周りの人に知らせることができます	このマスクには、注射器2本をイメージしたイラストと「打ちました」という文字が入っていて、着用することで周囲にワクチンの2回目の接種が終わったことを示すことができます。	1
